"","Camper ID","Age","2021 > Grade","Gender","School","Years at camp","Sibling count","Lead source","Primary family city","Primary family state","Primary family country","Primary family zip","Do you have a copy of this year’s catalog?","2021 > trip code (ex. CAL 1, CAL 1A, CAL 1B, etc.) names (all)","2021 > trip + section names (all)","2021 > Enrolled sibling count","2021 > Status","2021 > First enrollment request date","2021 > First enrollment date","2021 > Unenrollment date","2021 > Is your child attending with a friend?","2021 ^Student Eval","2021 ^Expectations","2021 ^Trip Length","2021 ^^Interested in Another Trip?","2021 ^^^Future Trip?","2021 ^^^^Leader Rating of Student","2022 > Status","2022 > trip code (ex. CAL 1, CAL 1A, CAL 1B, etc.) names (all)"
"443","6062","15","8th","Male","North Atlanta High School","4","0","Word of Mouth","Atlanta","GA",,"30327",,"BCR 1B, CAN 3","Belize+Costa Rica 1B, Canyonlands 3",,"Enrolled","08-12-2021","02-14-2022","02-14-2022, 02-25-2022","No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","FIJ, HWI SAF","Off the Charts (Highest)","Enrolled","EGP 3A, MAU 1A"
"444","8492","15","8th","Female","Lawton C. Johnson Middle School","1","0","Friend","Summit","NJ",,"07901",,"CAN 2","Canyonlands 2",,"Enrolled","09-09-2021","09-10-2021","09-10-2021","Yes","3","Did not meet expectations","Too Long","Not Sure","MAU","2","Alumni",
"445","8309","16","9th","Female","Sidwell Friends School","2","0","Friend","Washington","DC",,"20016",,"BGW 1A","Big Wild 1",,"Enrolled","09-09-2021","09-21-2021","09-21-2021","Yes",,,,,,"4","Enrolled","CHA 6B"
"446","1018","19","11th","Male","Charlotte Country Day School","2","2","Friend","Charlotte","NC",,"28207",,"NOR 2","Norway 2","1","Enrolled","09-20-2021","06-17-2022","06-17-2022","No","5","Met expectations","Just Right",,,"5","Alumni",
"447","7110","17","10th","Male","Charlotte Country Day School","3","2","Friend","Charlotte","NC",,"28207",,"HWI 1B","Hawaiian Islands 1","1","Enrolled","08-28-2021","02-07-2022","02-07-2022","No","4","Did not meet expectations","Just Right","Not Sure",,"5","Enrolled","DOL 3A"
"448","9370","17","10th","Male","Athens Academy","1","0","Friend","Athens","GA",,"30606",,"YEL 1","Yellowstone 1",,"Enrolled","02-07-2022","02-07-2022",,"Yes","4","Met expectations","Just Right","Yes","HWI","Off the Charts (Highest)","Alumni",
"449","9505","16","8th","Male","Mountain Brook Junior High School","2","2","Friend","Birmingham","AL",,"35213",,"ICE 1B","Iceland 1",,"Enrolled","02-22-2022","02-22-2022",,"No","4","Met expectations","Just Right","Yes","CRO","Off the Charts (Highest)","Enrolled","SPM 2B"
"450","8531","16","9th","Female","Holy Innocents Episcopal School","1","1","I'm a Moondance Alumni","Atlanta","GA",,"30327",,"CRO 2B","Croatia 2","1","Enrolled","09-08-2021","09-08-2021",,"No","5","Met expectations","Just Right","Yes","THA, EGP, SLO, SAF","5","Alumni",
"451","8532","13","6th","Male","Holy Innocents Episcopal School","2","1","I'm a Moondance Alumni","Atlanta","GA",,"30327",,"COT 2B","Colorado Trail 2","1","Enrolled","09-08-2021","09-08-2021","09-08-2021","No",,,,,,"3","Alumni",
"452","9300","15","8th","Male","Ladue Horton Watkins High School","2","0","Friend","St. Louis","MO",,"63141",,"BGW 2B","Big Wild 2",,"Enrolled","01-24-2022","01-24-2022",,"No",,,,,,"5","Enrolled","PNW 1A"
"453","9661","17","10th","Male","Scottsdale Christian Academy","3","1","Family","Scottsdale","AZ",,"85255",,"DOL 3A","Dolomites 3",,"Enrolled","04-09-2022","04-11-2022",,"Yes","5","Met expectations","Just Right","Yes",,"5","Enrolled","MAD 1"
"454","9653","17","9th","Male","Stevenson (Robert Louis Stevenson) School","1","1","Friend","Carmel","CA",,"93923",,"DOL 3A","Dolomites 3",,"Enrolled","04-07-2022","04-08-2022",,"Yes","4","Met expectations","Just Right","No",,"5","Alumni",
"455","9094","18","10th","Female","Auburn High","3","0","Friend","Auburn","AL",,"36830",,"SLO 2B","SLO 2",,"Enrolled","12-15-2021","02-08-2022",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","CHA, DOL","Off the Charts (Highest)","Enrolled","CHA 6B"
"456","7470","18","11th","Male","Haddonfield Memorial High School","2","0","Friend","Haddonfield","NJ",,"08033",,"MYS 1","Mystery Trip 1",,"Enrolled","08-15-2021","01-26-2022","01-26-2022","No","5","Met expectations","Too Short","Not Sure","CHA","5","Alumni",
"457","5516","15","8th","Female","Marshall High School","4","0","Friend","Vienna","VA","United States","22182",,"MAU 3A","Maui 3",,"Enrolled","08-12-2021","08-12-2021",,"Yes","5","Met expectations","Just Right","Yes","EGP, DOL, CRO","Off the Charts (Highest)","Enrolled","EGP 3B"
"458","9609","17","9th","Male","Aquinas High School","2","0","Word of Mouth","Augusta","GA",,"30909",,"CRO 3A","Croatia 3",,"Enrolled","03-25-2022","04-04-2022",,"No","Off the Charts (Highest)","Met expectations","Just Right","Not Sure","NLT","5","Enrolled","KEZ 3B"
"459","7420","18","11th","Female","Southland Academy","1","0","Friend","Americus","GA",,"31709",,"MPU 2","Machu Picchu 2",,"Enrolled","11-10-2021","11-19-2021","11-19-2021","Yes",,,,,,"4","Alumni",
"460","4857","17","10th","Female","The Lovett School","3","0","Friend","Atlanta","GA",,"30339",,"THA 1A","Thailand 1",,"Enrolled","08-14-2021","08-18-2021",,"No","5","Met expectations","Just Right","Yes","KEZ","4","Enrolled","KEZ 3A"
"461","3947","18","11th","Male","McCallie School","2","1","Friend","Chattanooga","TN","United States","37405",,"KEZ 1B","Kenya + Zanzibar 1",,"Enrolled","08-17-2021","08-17-2021",,"Yes","5","Met expectations","Just Right","No",,"Off the Charts (Highest)","Alumni",
"462","6087","16","8th","Female","St. Agnes Academy","4","1","Friend","Memphis","TN",,"38111",,"ICE 1B","Iceland 1",,"Enrolled","08-13-2021","08-13-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","SAF","Off the Charts (Highest)","Enrolled","SAF 3A"
"463","6689","16","8th","Female","Charlotte Latin School","4","1","Friend","Charlotte","NC",,"28207",,"BCR 1A","Belize+Costa Rica 1",,"Enrolled","08-12-2021","08-12-2021",,"Yes","5","Exceeded expectations","Just Right","Yes","EGP","Off the Charts (Highest)","Enrolled","SAF 1A"
"464","5272","15","8th","Female","JH Rose High School","4","1","I'm a Moondance Alumni","Greenville","NC",,"27858",,"PNW 2B","Pacific Northwest 2",,"Enrolled","08-12-2021","08-13-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","CRO; SAF; DOL","5","Enrolled","CRO 3A"
"465","9695","14","7th","Female","Baylor School TN","3","2","Friend","Lookout Mountain","TN",,"37350",,"CAL 1C","California 1",,"Enrolled","05-04-2022","05-06-2022",,"Yes","4","Met expectations","Just Right","Yes","BCR, MAU","4","Enrolled","MAU 1C"
"466","8206","13","6th","Female","Charleston Day School","1","1","Word of Mouth","Mount Pleasant","SC",,"29464",,"COT 1B","Colorado Trail 1","1","Enrolled","08-19-2021","08-19-2021",,"No","4","Met expectations","Just Right","Not Sure",,"4","Alumni",
"467","6285","15","8th","Male","Episcopal High School (Virginia)","4","1","Word of Mouth","Mount Pleasant","SC",,"29464",,"PNW 1B","Pacific Northwest 1","1","Enrolled","08-12-2021","08-12-2021",,"No","5","Met expectations","Just Right","Yes",,"Off the Charts (Highest)","Enrolled","SPM 2A"
"468","9268","17","9th","Male","St. Mark's School of Texas","1","0","Friend","Dallas","TX",,"75230",,"ICE 3A","Iceland 3",,"Enrolled","01-05-2022","02-24-2022","02-24-2022","No","4","Met expectations","Just Right","Yes","FIJ; SPM","5","Alumni",
"469","8765","16","8th","Female","Charlotte Catholic High School","2","1","Family","Charlotte","NC",,"28207",,"CAN 2","Canyonlands 2",,"Enrolled","09-13-2021","01-03-2022",,"No","5","Exceeded expectations","Just Right","Yes","ICE, SPM, FIJ, DOL","5","Enrolled","SPM 2A"
"470","8448","15","8th","Female","Holy Innocents Episcopal School","3","0","Friend","Atlanta","GA",,"30327",,"MAU 1C","Maui 1",,"Enrolled","09-09-2021","01-24-2022","01-24-2022","Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","FIJ, CRO, EGP","5","Enrolled","FIJ 1B"
"471","8499","15","7th","Male","The Lovett School","3","1","Friend","Atlanta","GA","United States","30318",,"BGW 3C","Big Wild 3",,"Enrolled","09-07-2021","09-14-2021","09-14-2021","Yes",,,,,"BCR; FIJ","5","Enrolled","PNW 2B"
"472","8004","13","6th","Male","Hughes Academy","3","0","Friend","Greenville","SC",,"29605",,"CAL 1C","California 1",,"Enrolled","11-01-2021","11-02-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","BCO","4","Enrolled","BCO 1C"
"473","9438","16","8th","Female","French Broad River Academy for Girls","1","0","Friend","Asheville","NC",,"28803",,"ICE 1B","Iceland 1",,"Enrolled","02-06-2022","02-23-2022",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,"Off the Charts (Highest)","Alumni",
"474","8330","16","9th","Female","Lycée Français de Chicago","2","0","Friend","Chicago","IL",,"60611",,"MAU 3B","Maui 3",,"Enrolled","09-09-2021","11-01-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","FIJ; BCR; EGP","Off the Charts (Highest)","Enrolled","HWI 3A"
"475","9636","17","10th","Male","Isidore Newman School","1","1","Word of Mouth","New Orleans","LA","United States","70115",,"MPU 2","Machu Picchu 2",,"Enrolled","04-01-2022","04-04-2022",,"Yes",,,,,,"4","Alumni",
"476","6310","17","10th","Female","Oak Knoll School","3","1","Friend","Summit","NJ",,"07901",,"CHA 3B","Chamonix Alps 3",,"Enrolled","08-12-2021","08-13-2021",,"No",,,,,,"Off the Charts (Highest)","Enrolled","KIL 3"
"477","7439","15","8th","Female","Ensworth School","4","0","Word of Mouth","Nashville","TN",,"37215",,"ICE 3B","Iceland 3",,"Enrolled","08-12-2021","08-12-2021",,"Yes","5","Met expectations","Just Right","Yes","SPM, SAF","5","Enrolled","SAF 3A"
"478","8361","16","9th","Female","Sidwell Friends School","1","1","Word of Mouth","Washington","DC",,"20016",,"BGW 1A","Big Wild 1","1","Enrolled","09-09-2021","09-10-2021",,"Yes","5","Met expectations","Just Right","Yes",,"5","Alumni",
"479","8423","14","7th","Male","Sidwell Friends School","3","1","Word of Mouth","Washington","DC",,"20016",,"BCO 1B","British Columbia 1","1","Enrolled","09-09-2021","09-10-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Yes","FIJ, COT","Off the Charts (Highest)","Enrolled","BGW 3.5"
"480","9690","18","11th","Male","Providence Day School","2","1","Catalog","Charlotte","NC",,"28211",,"KEZ 1B","Kenya + Zanzibar 1",,"Enrolled","04-19-2022","04-22-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","HWI","Off the Charts (Highest)","Enrolled","HWI 1A"
"481","6441","18","11th","Female","Collegiate School","1","1","Friend","Richmond","VA",,"23229",,"OLY 2","The Olympics 2",,"Enrolled","09-09-2021","09-09-2021",,"No","5","Met expectations","Just Right","Yes","CHA, HWI, SLO","Off the Charts (Highest)","Alumni",
"482","6400","16","9th","Male","Academy of Richmond County","1","1","Friend","Augusta","GA",,"30909",,"SPM 3B","Spain+Morocco 3","1","Enrolled","08-19-2021","08-19-2021","08-19-2021","Yes","5","Met expectations","Just Right","Not Sure",,"5","Alumni",
"483","6399","17","10th","Female","Richmond Academy","1","1","Friend","Augusta","GA",,"30909",,"SPM 3A","Spain+Morocco 3","1","Enrolled","08-17-2021","08-19-2021","08-19-2021","Yes","Off the Charts (Highest)","Met expectations","Just Right","Not Sure","THA","Off the Charts (Highest)","Alumni",
"484","8928","17","10th","Male","The Lovett School","1","0","Friend","Atlanta",,"United States","30342",,"SAF 3B","South Africa 3",,"Enrolled","10-04-2021","10-04-2021",,"No","2","Did not meet expectations","Too Long","Yes","HWI","2","Alumni",
"485","7814","15","8th","Female","Arendell Parrott Academy","1","0","Friend","New Bern","NC",,"28562",,"BCR 1C","Belize+Costa Rica 1",,"Enrolled","09-09-2021","11-05-2021","11-05-2021","Yes","4","Met expectations","Just Right","Not Sure",,"5","Cancelled",
"486","8797","17","9th","Male","Berkeley Preparatory School","2","0",,"Tampa","FL",,"33629",,"MAU 3A","Maui 3",,"Enrolled","09-16-2021","09-16-2021",,"No","5","Met expectations","Just Right","Yes","FIJ","4","Enrolled","CHA 2B"
"487","5856","17","10th","Female","TC Roberson","3","0","I'm a sibling of a Moondance Alumni","Asheville","NC","United States","28804",,"SPM 2A","Spain + Morocco 2",,"Enrolled","08-12-2021","08-13-2021",,"Yes",,,,,,"Off the Charts (Highest)","Enrolled","DOL 2A"
"488","7297","16","8th","Male","St. Christopher's School","2","1","I'm a Moondance Alumni","Richmond","VA","United States","23226","Yes","MAU 3B","Maui 3",,"Enrolled","12-02-2021","12-02-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","FIJ, CRO, BCR","Off the Charts (Highest)","Enrolled","SAF 3B"
"489","7081","18","10th","Male","The Taft School","2","0","I'm a Moondance Alumni","Darien","CT","United States","06820",,"SLO 1B","Slovenia 1",,"Enrolled","08-19-2021","08-19-2021",,"No","5","Exceeded expectations","Just Right","Not Sure",,"5","Alumni",
"490","8650","17","10th","Female","Baylor School TN","2","0","Friend","Chattanooga","TN",,"37405",,"SPM 1A","Spain + Morocco 1",,"Enrolled","09-09-2021","02-17-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","HWI; THA; CHA","5","Enrolled","KIL 1"
"491","9008","16","9th","Male","Charlotte Catholic High School","1","0","Friend","Charlotte","NC",,"28226",,"BCR 3B","Belize+Costa Rica 3",,"Enrolled","10-20-2021","11-05-2021","11-05-2021","Yes","4","Met expectations","Just Right","Not Sure",,,"Cancelled",
"492","7270","16","9th","Female","Gaston Day School","3","0","Friend","Gastonia","NC",,"28054",,"PNW 2B","Pacific Northwest 2",,"Enrolled","08-12-2021","08-13-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"493","7803","15","8th","Male","Highland High School","3","1","Friend","Gastonia","NC",,"28054",,"BGW 1C","Big Wild 1",,"Enrolled","12-29-2021","02-02-2022","02-02-2022","Yes","5","Met expectations","Just Right","Yes",,"Off the Charts (Highest)","Enrolled","PNW 2A"
"494","6809","17","9th","Female","Episcopal High School of Baton Rouge","3","1","Family","Baton Rouge","LA",,"70809",,"EGP 1B","Ecuador+Galapagos 1","1","Enrolled","08-12-2021","08-13-2021",,"No","5","Met expectations","Just Right","Yes","SAF, THA, FIJ","5","Enrolled","SLO 2B"
"495","8241","15","8th","Male","Episcopal School of Baton Rouge","1","1","Family","Baton Rouge","LA",,"70809",,"BCO 3A","British Columbia 3","1","Enrolled","08-19-2021","08-19-2021",,"No","5","Exceeded expectations","Just Right","Yes","SAF, FIJ","5","Alumni",
"496","8371","16","9th","Female","Porter Gaud School","3","0","Friend","Charleston","SC",,"29401",,"BCR 3A","Belize+Costa Rica 3",,"Enrolled","09-09-2021","09-16-2021",,"Yes","4","Met expectations","Just Right","Yes","FIJ","Off the Charts (Highest)","Enrolled","DOL 3B"
"497","6149","17","10th","Male","Lake Highland Preparatory School","1","0","Friend","Winter Park","FL",,"32789",,"EGP 1B","Ecuador+Galapagos 1",,"Enrolled","08-24-2021","08-30-2021",,"Yes","5","Exceeded expectations","Just Right","Yes","SAF","4","Alumni",
"498","5866","15","8th","Female","Saint Mary's School","3","1","Friend","Raleigh","NC",,"27609",,"MAU 2B","Maui 2",,"Enrolled","08-12-2021","09-07-2021","09-07-2021","Yes","5","Met expectations","Just Right","Yes","FIJ, SAF","Off the Charts (Highest)","Alumni",
"499","5414","17","10th","Female","St. Josephs Academy","2","1","Friend","Baton Rouge","LA",,"70810",,"SPM 2A","Spain + Morocco 2",,"Enrolled","08-12-2021","08-13-2021",,"No",,,,,,"Off the Charts (Highest)","Dismissed",
"500","8690","15","8th","Male","Pace Academy","2","2","Word of Mouth","Atlanta","GA",,"30342",,"PNW 2B","Pacific Northwest 2",,"Enrolled","09-14-2021","10-01-2021","10-01-2021","No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,"4","Enrolled","SPM 3B"
"501","5804","18","11th","Female","Oakland Catholic High School","2","0","Word of Mouth","Pittsburgh","PA","United States","15217",,"CHA 4B","Chamonix 4",,"Enrolled","08-12-2021","08-13-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure","MYS, KIL","5","Alumni",
"502","5848","17","10th","Female","EC Glass High School","3","0","Family","Lynchburg","VA","United States","24502",,"FIJ 1A","Fiji 1",,"Enrolled","08-12-2021","08-12-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure",,"4","Enrolled","HWI 1A"
"503","7371","15","8th","Female","Franklin Road Academy","3","0","I'm a Moondance Alumni","Nashville","TN",,"37205",,"PNW 1B","Pacific Northwest 1",,"Enrolled","09-27-2021","09-28-2021",,"No","4","Met expectations","Just Right","Yes","MAU, SAF","4","Enrolled","BCR 3A"
"504","9735","18","11th","Female","Saint Cecilia Academy","1","0","Word of Mouth","Nashville","TN",,"37205",,"NLT 1A","Northern Lights 1",,"Enrolled","05-04-2022","05-09-2022",,"No","Off the Charts (Highest)","Met expectations","Just Right","Yes","PNW","Off the Charts (Highest)","Alumni",
"505","4013","18","11th","Female","MICDS","2","1","Friend","St. Louis","MO","United States","63105",,"KIL 3","Kilimanjaro 3",,"Enrolled","08-17-2021","08-17-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","No","CHA; MYS","Off the Charts (Highest)","Alumni",
"506","6761","14","7th","Female","John Burroughs School","3","4","I'm a Moondance Alumni","St. Louis","MO",,"63124","Yes","BCO 2C","British Columbia 2","1","Enrolled","09-08-2021","09-09-2021",,"Yes",,,,,,"4","Enrolled","BCR 1C"
"507","9443","15","8th","Male","Hammond School","2","0","Friend","Columbia","SC",,"29206",,"BCO 1C","British Columbia 1",,"Enrolled","03-10-2022","03-10-2022",,"No","4","Met expectations","Just Right","Yes","BCR","3","Enrolled","SAF 1B"
"508","9733","18","11th","Male","Cannon School","1","0","Friend","Concord","NC",,"28027",,"THA 2A","Thailand 2",,"Enrolled","05-03-2022","05-03-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","NLT, MID","Off the Charts (Highest)","Alumni",
"509","3346","19","11th","Female","Marist School","2","1","Family","Dunwoody","GA",,"30338",,"KIL 2","Kilimanjaro 2",,"Enrolled","08-12-2021","02-28-2022","02-28-2022","No",,,,,,"Off the Charts (Highest)","Alumni",
"510","7716","18","12th","Female","St. Andrew's School","2","0","Social Media","Tiburon","CA",,"94920",,"KIL 2","Kilimanjaro 2",,"Enrolled","09-09-2021","11-09-2021",,"No",,,,,,"3","Alumni",
"511","7417","17","10th","Male","Charlotte Country Day School","2","0","Social Media","Charlotte","NC",,"28207",,"DOL 1B","Dolomites 1",,"Enrolled","08-16-2021","08-16-2021",,"No","5","Met expectations","Just Right","Yes","NLT","Off the Charts (Highest)","Alumni",
"512","6017","17","10th","Female","Ursuline Academy Dallas","1","2","Word of Mouth","Dallas","TX",,"75230",,"EGP 3A","Ecuador+Galapagos 3",,"Enrolled","08-12-2021","10-06-2021",,"No","4","Met expectations","Just Right","Not Sure","CRO; SLO; HWI","4","Cancelled",
"513","9249","14","7th","Female","Isidore Newman School","1","0","Friend","New Orleans","LA",,"70118",,"CAL 2A","California 2",,"Enrolled","12-23-2021","01-05-2022",,"Yes","5","Met expectations","Just Right","Yes","CAN, MID","3","Alumni",
